19.507,55.948,0
47.11,48.404,0
40.397,63.903,0
40.746,39.537,0
37.661,65.886,0
46.495,65.316,0
42.924,61.809,0
33.433,56.714,0
37.746,52.331,0
31.111,69.631,0
7.1235,51.972,0
18.198,5.9031,0
46.349,33.02,0
0.93325,22.97,0
0.14191,22.843,0
20.847,6.616,0
45.497,27.543,0
12.727,28.182,0
35.412,75.591,0
43.666,78.327,0
9.11,5.0646,0
24.108,32.565,0
48.89,60.316,0
22.031,59.988,0
22.621,44.843,0
34.757,40.773,0
16.157,55.114,0
39.305,21.968,0
17.898,45.964,0
32.794,45.187,0
12.704,50.679,0
23.224,19.993,0
2.3632,42.719,0
40.746,36.835,0
36.9,82.906,0
20.835,62.659,0
44.094,53.875,0
12.403,72.663,0
4.339,1.4362,0
13.378,6.818,0
19.343,5.5953,0
34.626,52.892,0
41.863,69.435,0
15.572,21.24,0
6.7223,8.5398,0
49.758,62.945,0
45.731,52.019,0
3.4866,15.185,0
40.773,78.485,0
3.6382,27.083,0
15.483,32.102,0
25.448,57.068,0
32.415,57.183,0
40.179,28.602,0
40.637,69.913,0
38.619,79.626,0
16.689,44.622,0
18.809,46.566,0
9.4629,27.904,0
32.319,67.538,0
29.337,12.35,0
30.937,19.09,0
32.53,58.504,0
23.365,65.488,0
38.457,53.853,0
5.1436,30.915,0
40.951,49.965,0
20.773,69.825,0
32.581,52.788,0
9.5949,3.2073,0
33.813,24.607,0
34.668,59.863,0
12.554,7.0214,0
2.5151,13.601,0
41.443,78.889,0
36.729,24.365,0
24.26,69.82,0
12.96,73.374,0
22.507,65.053,0
35.001,51.627,0
28.708,32.639,0
5.1314,11.757,0
16.29,1.9765,0
35.541,65.669,0
4.7078,29.019,0
21.366,75.454,0
39.784,55.812,0
33.367,42.779,0
22.96,26.719,0
43.797,40.683,0
0.58343,25.543,0
23.298,26.775,0
32.904,20.33,0
22.346,63.588,0
31.239,79.837,0
29.046,79.595,0
40.255,23.337,0
24.895,27.761,0
47.579,65.252,0
10.507,19.728,0
35.451,39.642,0
43.007,42.076,0
38.913,29.518,0
42.93,30.65,0
27.635,15.522,0
9.0166,13.097,0
14.847,50.473,0
26.062,17.357,0
44.566,57.518,0
19.62,21.445,0
30.385,51.993,0
33.781,48.992,0
15.905,3.4777,0
23.688,29.283,0
37.547,34.65,0
40.188,52.474,0
