19.822,98.524,0
32.684,93.359,0
17.923,88.764,0
61.533,40.235,0
54.281,54.02,0
9.2989,89.004,0
64.274,31.092,0
3.0385,65.2,0
0.86477,88.007,0
43.655,11.393,0
4.9213,97.856,0
4.9632,84.86,0
59.404,46.62,0
46.123,10.805,0
63.932,45.988,0
57.774,70.085,0
43.33,87.224,0
62.4,79.005,0
11.081,75.169,0
47.076,9.4489,0
28.327,92.629,0
61.087,65.127,0
62.492,70.252,0
15.65,94.682,0
58.275,78.255,0
14.391,82.956,0
60.596,82.218,0
60.98,44.159,0
23.412,90.853,0
52.303,14.573,0
55.7,72.29,0
26.296,92.586,0
45.643,89.012,0
53.86,28.221,0
23.478,97.301,0
52.856,36.503,0
0.034146,61.529,0
54.088,58.313,0
21.928,2.9332,0
54.33,84.671,0
35.65,2.0618,0
54.64,68.148,0
16.756,97.037,0
50.22,12.386,0
61.031,53.316,0
57.346,29.94,0
58.452,50.17,0
20.37,83.784,0
39.908,91.73,0
59.944,50.984,0
57.224,31.148,0
57.297,59.383,0
58.836,28.36,0
8.5903,87.09,0
50.05,4.2253,0
52.159,90.472,0
43.899,91.788,0
61.982,40.496,0
48.329,98.919,0
64.37,36.683,0
63.193,80.452,0
